Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments,Quizzes_Avg,Participation,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level
S4836,Ahmed,Sharma,student3836@univ.edu,Female,20,Engineering,91.4,43.96,92.79,70.9,58.82,98.18,96.79,74.5,B,21.0,No,Yes,None,High,4
S4837,Maria,Singh,student3837@univ.edu,Male,18,Engineering,60.74,81.17,58.46,69.41,49.52,66.64,87.23,69.2,C,11.8,Yes,No,None,Low,5
S4838,Noah,Singh,student3838@univ.edu,Male,19,CS,97.55,50.71,43.64,82.22,90.96,96.72,88.36,62.63,C,10.0,No,No,None,High,7
S4839,Sophia,Smith,student3839@univ.edu,Female,25,CS,99.11,90.57,48.97,77.94,73.33,60.98,99.21,73.69,B,6.5,No,No,PhD,High,9
S4840,Ananya,Singh,student3840@univ.edu,Male,19,Mathematics,85.09,51.29,69.0,88.99,54.8,57.54,97.54,70.43,B,24.0,No,No,PhD,Medium,6
S4841,Sara,Smith,student3841@univ.edu,Female,23,Business,82.91,52.21,63.39,88.7,89.23,47.12,83.1,69.93,C,7.4,No,No,Master's,Medium,4
S4842,Lucas,Williams,student3842@univ.edu,Female,23,CS,60.93,70.18,52.34,53.95,83.79,64.86,89.81,65.81,C,21.6,No,Yes,High School,High,7
S4843,Ahmed,Davis,student3843@univ.edu,Female,18,Engineering,89.19,56.9,54.48,80.04,52.0,87.08,76.15,61.92,C,10.7,Yes,Yes,Master's,Low,3
S4844,Noah,Patel,student3844@univ.edu,Male,18,Mathematics,85.01,91.98,44.52,55.47,90.63,37.67,51.97,63.76,C,13.7,No,No,High School,High,6
S4845,Omar,Johnson,student3845@univ.edu,Male,24,Engineering,78.67,71.32,67.9,95.66,86.12,98.87,73.82,75.63,B,7.1,Yes,No,PhD,Low,7
S4846,Sophia,Patel,student3846@univ.edu,Male,21,Mathematics,98.22,40.23,82.69,51.56,85.67,95.66,69.46,65.72,C,11.0,Yes,No,High School,Low,6
S4847,Lucas,Singh,student3847@univ.edu,Male,20,Physics,69.05,67.04,49.4,83.65,62.1,52.62,73.06,63.77,C,18.6,No,No,None,Medium,2
S4848,Sophia,Smith,student3848@univ.edu,Male,19,Physics,65.68,78.93,88.56,63.9,50.82,83.24,59.18,74.27,B,6.0,No,No,Bachelor's,Medium,3
S4849,Noah,Singh,student3849@univ.edu,Female,24,Engineering,84.77,53.19,49.45,99.08,57.51,93.24,58.91,60.05,C,25.5,Yes,Yes,Master's,High,2
S4850,Mia,Davis,student3850@univ.edu,Male,20,Business,80.08,44.32,80.35,94.6,49.78,80.79,72.25,69.21,C,23.8,No,Yes,PhD,High,6
S4851,Sophia,Singh,student3851@univ.edu,Male,21,Business,88.56,41.46,49.83,73.55,96.02,53.95,81.44,60.66,C,5.3,Yes,No,Master's,Low,4
S4852,Noah,Singh,student3852@univ.edu,Female,19,Business,88.45,73.17,79.35,95.23,48.79,48.31,99.79,80.2,B,8.9,No,Yes,Master's,Medium,4
S4853,Sophia,Patel,student3853@univ.edu,Male,20,Engineering,88.83,79.88,77.56,61.37,52.91,76.64,59.31,70.51,B,21.5,Yes,No,Bachelor's,High,7
S4854,Noah,Brown,student3854@univ.edu,Male,19,Physics,79.7,61.26,56.51,97.38,70.49,69.29,97.46,71.37,B,21.3,Yes,Yes,High School,Medium,6
S4855,Liam,Patel,student3855@univ.edu,Male,22,Engineering,98.31,45.85,86.57,66.77,88.63,89.89,63.57,70.18,B,15.2,Yes,Yes,Master's,Medium,3
S4856,Rahul,Sharma,student3856@univ.edu,Male,24,Business,89.04,45.45,81.55,55.52,94.87,49.34,78.78,69.54,C,7.9,No,No,High School,Low,8
S4857,Noah,Jones,student3857@univ.edu,Female,20,CS,70.78,62.22,66.79,50.0,93.32,30.54,88.68,69.07,C,16.8,No,No,High School,Medium,1
S4858,Omar,Singh,student3858@univ.edu,Female,21,Business,80.96,51.45,73.41,76.86,49.85,46.67,53.35,63.07,C,6.7,Yes,No,Master's,Low,10
S4859,Sara,Davis,student3859@univ.edu,Male,25,CS,60.55,52.13,77.38,65.81,60.56,39.23,78.77,67.86,C,13.6,No,No,None,Low,10
S4860,John,Johnson,student3860@univ.edu,Male,19,Physics,87.05,80.78,72.16,63.8,70.52,47.64,95.15,76.35,B,24.2,No,No,High School,Low,2
S4861,Sara,Jones,student3861@univ.edu,Female,21,Mathematics,79.72,93.1,70.07,66.43,45.73,68.06,93.02,76.29,B,26.7,No,Yes,High School,Medium,2
S4862,Ahmed,Williams,student3862@univ.edu,Female,18,Mathematics,84.18,61.64,75.77,88.11,64.7,63.34,84.03,74.22,B,26.9,No,No,None,Low,6
S4863,Maria,Sharma,student3863@univ.edu,Male,25,Business,91.64,41.23,46.84,92.64,90.03,57.22,79.21,61.48,C,27.6,No,No,Master's,Low,3
S4864,Noah,Patel,student3864@univ.edu,Male,20,Engineering,96.46,83.07,51.53,86.51,46.07,92.58,57.46,65.01,C,21.6,No,Yes,High School,High,9
S4865,Omar,Smith,student3865@univ.edu,Male,22,CS,84.41,82.73,70.34,52.98,82.35,56.82,66.01,71.39,B,29.8,No,Yes,High School,Medium,4
S4866,Emma,Sharma,student3866@univ.edu,Male,24,Physics,83.62,79.09,68.95,88.5,85.12,76.0,99.89,80.68,B,16.5,Yes,Yes,PhD,High,4
S4867,Arjun,Jones,student3867@univ.edu,Female,20,Business,88.25,83.88,60.68,72.86,98.15,32.26,66.76,72.97,B,17.2,Yes,No,High School,High,6
S4868,Ahmed,Johnson,student3868@univ.edu,Female,19,CS,60.06,89.45,55.74,62.89,89.22,49.46,82.88,72.66,B,25.5,No,Yes,Master's,High,1
S4869,Lucas,Williams,student3869@univ.edu,Male,23,Physics,91.7,83.01,44.88,53.99,58.41,32.52,75.02,61.65,C,14.9,Yes,Yes,High School,Low,3
S4870,Arjun,Jones,student3870@univ.edu,Female,23,Mathematics,82.28,56.43,66.72,66.74,51.71,75.46,83.67,65.19,C,25.7,Yes,Yes,Master's,Medium,1
S4871,Ava,Sharma,student3871@univ.edu,Female,25,Engineering,94.99,78.75,77.81,52.83,46.59,86.88,61.65,68.75,C,13.9,Yes,No,Bachelor's,Low,9
S4872,Omar,Brown,student3872@univ.edu,Female,25,CS,65.81,50.73,82.65,63.09,66.94,40.62,83.9,70.35,B,23.2,Yes,Yes,Master's,Low,8
S4873,Liam,Brown,student3873@univ.edu,Female,23,Physics,74.47,83.16,53.19,84.6,83.8,97.81,61.62,69.72,C,7.3,No,No,Master's,Low,8
S4874,Maria,Jones,student3874@univ.edu,Male,23,Engineering,70.52,46.76,49.33,66.71,64.84,93.26,59.78,54.41,F,29.3,Yes,No,PhD,Low,2
S4875,Lucas,Patel,student3875@univ.edu,Female,23,CS,92.41,88.48,91.12,87.66,87.33,60.65,75.52,87.22,A,28.3,Yes,Yes,None,High,3
S4876,Ananya,Singh,student3876@univ.edu,Female,20,Physics,75.13,42.31,81.95,78.66,88.89,35.29,81.06,72.11,B,11.2,Yes,Yes,PhD,Low,1
S4877,Arjun,Singh,student3877@univ.edu,Male,24,Business,96.13,46.05,86.37,54.43,41.51,46.45,66.65,64.05,C,20.7,Yes,No,PhD,Medium,10
S4878,Omar,Singh,student3878@univ.edu,Male,20,Mathematics,65.27,64.05,51.23,92.77,42.7,54.92,81.57,64.36,C,27.8,Yes,No,PhD,High,1
S4879,Ananya,Williams,student3879@univ.edu,Female,22,Engineering,94.72,89.24,43.46,92.05,86.79,93.17,65.58,69.84,C,27.8,No,Yes,Master's,Medium,6
S4880,Ava,Patel,student3880@univ.edu,Female,25,Mathematics,76.11,74.88,63.33,71.38,72.8,54.91,89.64,72.32,B,20.8,Yes,No,Bachelor's,High,3
S4881,Omar,Davis,student3881@univ.edu,Female,20,Engineering,87.59,52.71,93.33,83.01,51.83,82.53,58.69,72.28,B,6.6,Yes,Yes,Bachelor's,Medium,3
S4882,Sara,Davis,student3882@univ.edu,Male,22,Physics,81.1,70.44,50.39,67.42,96.75,49.95,57.78,63.7,C,29.8,Yes,Yes,Bachelor's,High,7
S4883,Sara,Singh,student3883@univ.edu,Male,21,Business,72.09,77.41,52.74,77.51,63.18,97.31,71.64,66.5,C,19.6,No,No,None,Medium,10
S4884,Sara,Singh,student3884@univ.edu,Female,23,Physics,97.79,94.41,45.59,91.72,62.93,71.64,68.75,69.92,C,15.0,No,No,PhD,Low,10
S4885,Maria,Brown,student3885@univ.edu,Female,18,CS,66.35,71.5,70.07,59.47,72.5,98.12,85.72,71.43,B,17.0,Yes,Yes,Master's,High,1
S4886,Emma,Jones,student3886@univ.edu,Male,19,Mathematics,96.64,71.64,47.43,77.38,50.86,83.73,98.36,65.96,C,14.0,No,No,PhD,Low,3
S4887,Ananya,Johnson,student3887@univ.edu,Male,19,Physics,77.4,63.18,55.69,89.71,77.06,34.48,91.94,70.24,B,9.7,Yes,No,PhD,Low,3
S4888,Emma,Jones,student3888@univ.edu,Female,19,CS,99.17,60.72,73.9,53.89,60.68,86.16,73.86,66.28,C,27.6,No,Yes,Bachelor's,Medium,3
S4889,Emma,Smith,student3889@univ.edu,Male,20,CS,83.01,91.07,94.04,72.69,73.91,88.44,61.08,83.14,B,26.5,No,Yes,None,Low,2
S4890,Ava,Smith,student3890@univ.edu,Male,23,Business,83.68,79.9,44.39,88.31,58.65,86.37,75.46,65.94,C,11.9,No,Yes,Bachelor's,Medium,5
S4891,Liam,Smith,student3891@univ.edu,Male,20,Business,98.11,82.08,94.21,68.22,78.95,72.81,84.38,84.28,B,6.0,No,No,High School,High,6
S4892,Mia,Davis,student3892@univ.edu,Female,22,Engineering,71.67,90.01,63.31,98.03,52.81,99.82,84.88,77.38,B,24.4,No,No,None,High,6
S4893,Noah,Sharma,student3893@univ.edu,Male,25,Business,75.87,89.89,70.0,84.05,45.69,74.22,93.95,78.24,B,9.5,No,No,High School,Medium,3
S4894,Lucas,Williams,student3894@univ.edu,Male,21,Mathematics,89.51,41.4,90.94,99.15,61.25,37.5,82.93,75.62,B,5.7,Yes,No,PhD,High,6
S4895,Emma,Singh,student3895@univ.edu,Female,18,Mathematics,79.3,54.95,66.03,50.91,43.1,31.12,80.96,60.94,C,19.0,Yes,Yes,Bachelor's,High,6
S4896,Ava,Davis,student3896@univ.edu,Female,24,Physics,69.33,75.57,88.63,63.87,89.92,76.38,51.69,76.24,B,14.4,Yes,Yes,High School,Medium,6
S4897,Arjun,Singh,student3897@univ.edu,Male,24,Mathematics,80.31,80.24,55.79,99.14,81.07,56.1,54.85,70.79,B,9.5,No,No,PhD,High,4
S4898,Ava,Williams,student3898@univ.edu,Female,19,Business,79.5,67.21,82.22,86.31,52.08,71.65,51.03,71.39,B,15.0,No,No,High School,High,4
S4899,Ahmed,Johnson,student3899@univ.edu,Male,22,Engineering,90.56,61.97,85.96,98.81,76.43,40.15,68.98,78.39,B,5.2,No,Yes,Master's,Medium,9
S4900,Lucas,Brown,student3900@univ.edu,Female,25,Physics,84.11,85.19,74.65,89.3,87.99,89.57,63.33,79.12,B,26.8,Yes,Yes,Bachelor's,Medium,5
S4901,Liam,Davis,student3901@univ.edu,Female,25,Business,86.16,55.93,94.3,97.51,74.47,89.02,63.07,78.52,B,15.4,Yes,No,Bachelor's,Medium,3
S4902,Ananya,Jones,student3902@univ.edu,Male,19,CS,67.36,68.61,67.28,60.64,80.37,38.25,53.08,65.8,C,14.6,Yes,Yes,High School,High,5
S4903,Ahmed,Singh,student3903@univ.edu,Male,18,Physics,76.39,57.59,54.19,66.94,49.8,58.24,95.23,62.67,C,10.6,Yes,No,Bachelor's,High,9
S4904,Noah,Davis,student3904@univ.edu,Male,18,CS,87.38,47.8,59.46,66.06,96.22,59.96,84.52,64.97,C,20.1,No,Yes,PhD,Low,10
S4905,Sara,Patel,student3905@univ.edu,Male,21,Business,65.64,91.67,59.02,52.24,58.03,53.49,54.64,65.41,C,20.5,No,No,None,High,7
S4906,Lucas,Smith,student3906@univ.edu,Male,19,CS,73.87,74.6,40.37,99.1,50.23,76.15,85.79,65.54,C,9.3,No,Yes,PhD,Medium,7
S4907,Ananya,Sharma,student3907@univ.edu,Male,20,Engineering,64.47,48.39,53.58,58.41,80.44,59.46,76.89,59.19,C,6.2,Yes,No,High School,High,4
S4908,Rahul,Brown,student3908@univ.edu,Female,18,CS,94.45,49.38,59.81,53.6,48.21,76.61,84.63,58.83,C,21.9,Yes,No,Master's,High,5
S4909,Liam,Brown,student3909@univ.edu,Male,24,Business,82.09,92.39,67.89,72.47,54.85,36.92,77.41,74.83,B,12.9,Yes,Yes,Bachelor's,Low,3
S4910,Ava,Johnson,student3910@univ.edu,Male,19,Engineering,80.96,51.34,86.1,99.98,59.34,88.96,93.65,77.95,B,29.9,Yes,Yes,PhD,Low,8
S4911,Mia,Johnson,student3911@univ.edu,Female,18,Business,73.71,81.58,52.58,81.24,82.29,81.88,60.36,68.27,C,26.2,No,Yes,High School,High,5
S4912,Ava,Smith,student3912@univ.edu,Male,25,Business,76.84,51.9,69.84,93.17,98.03,82.37,50.28,68.74,C,8.4,No,Yes,PhD,Low,2
S4913,Lucas,Jones,student3913@univ.edu,Female,18,Engineering,63.05,45.57,61.07,66.92,46.82,91.76,80.77,59.6,C,24.9,Yes,No,PhD,High,5
S4914,Sara,Patel,student3914@univ.edu,Male,22,Mathematics,74.86,62.56,57.47,71.92,76.62,64.51,91.9,67.99,C,27.5,No,No,None,Medium,7
S4915,Ananya,Jones,student3915@univ.edu,Female,25,Physics,78.79,53.19,91.99,86.75,78.41,82.18,53.8,74.42,B,6.7,No,Yes,None,High,7
S4916,Ava,Brown,student3916@univ.edu,Female,25,Physics,66.12,48.11,63.14,57.87,91.27,70.47,68.41,62.2,C,6.7,Yes,Yes,Master's,Medium,3
S4917,Arjun,Williams,student3917@univ.edu,Male,21,Physics,83.64,46.41,80.88,90.14,72.64,40.47,89.34,74.1,B,12.7,Yes,No,Bachelor's,Medium,1
S4918,Ananya,Brown,student3918@univ.edu,Male,23,CS,68.91,65.88,90.75,64.87,94.33,33.76,54.18,75.52,B,22.5,Yes,Yes,PhD,Low,2
S4919,Liam,Brown,student3919@univ.edu,Male,23,CS,67.62,57.41,47.5,66.61,56.83,81.54,85.1,59.42,C,28.9,Yes,Yes,Bachelor's,Medium,8
S4920,Ananya,Brown,student3920@univ.edu,Male,20,CS,88.98,78.21,78.18,94.15,57.77,51.01,87.06,79.87,B,10.7,Yes,No,High School,High,8
S4921,Sara,Singh,student3921@univ.edu,Male,24,Business,96.48,69.41,56.51,88.8,58.74,97.43,99.15,71.2,B,21.7,Yes,Yes,Master's,Low,6
S4922,Omar,Johnson,student3922@univ.edu,Female,19,Business,64.55,54.48,68.35,92.57,51.09,37.31,53.72,64.59,C,17.7,No,Yes,Bachelor's,High,5
S4923,Emma,Davis,student3923@univ.edu,Female,20,CS,95.39,42.33,51.68,84.66,89.55,86.52,89.25,63.71,C,8.2,No,No,PhD,High,8
S4924,Ahmed,Johnson,student3924@univ.edu,Male,19,Physics,75.89,94.16,94.39,80.12,82.56,96.59,72.5,87.73,A,8.4,No,Yes,High School,High,1
S4925,Liam,Jones,student3925@univ.edu,Male,22,Physics,86.76,92.81,78.35,90.17,65.36,36.75,58.44,79.45,B,29.6,Yes,No,None,High,5
S4926,Ahmed,Williams,student3926@univ.edu,Female,19,Mathematics,79.73,40.66,92.55,74.89,90.18,68.39,55.09,71.07,B,20.4,Yes,Yes,Bachelor's,Medium,8
S4927,Sara,Johnson,student3927@univ.edu,Male,24,Physics,99.9,41.91,86.3,61.77,63.63,56.09,94.94,70.55,B,17.6,No,Yes,Bachelor's,Low,1
S4928,Mia,Brown,student3928@univ.edu,Female,21,Business,77.89,84.99,42.69,54.32,41.3,78.16,76.28,59.91,C,26.9,Yes,Yes,Bachelor's,Medium,2
S4929,Ananya,Jones,student3929@univ.edu,Male,18,Physics,79.94,52.2,84.28,64.72,96.14,47.53,58.39,70.63,B,17.3,Yes,Yes,None,High,9
S4930,Noah,Davis,student3930@univ.edu,Female,18,Engineering,62.02,42.0,67.28,60.76,40.56,50.72,73.87,58.3,C,14.9,Yes,No,Master's,Medium,2
S4931,John,Williams,student3931@univ.edu,Female,22,Physics,65.42,71.88,79.07,83.78,63.63,39.63,74.97,75.82,B,27.3,Yes,No,High School,Low,3
S4932,Ava,Williams,student3932@univ.edu,Male,20,Mathematics,78.75,50.76,45.12,97.2,84.58,51.91,64.77,61.24,C,27.4,Yes,No,Bachelor's,Low,10
S4933,John,Singh,student3933@univ.edu,Male,23,Business,67.1,69.43,79.24,69.82,42.39,45.94,95.09,74.07,B,18.1,Yes,No,High School,Low,3
S4934,Mia,Johnson,student3934@univ.edu,Female,20,Physics,92.62,70.56,91.9,95.46,68.97,52.28,80.08,83.03,B,21.9,No,No,Bachelor's,High,2
S4935,Emma,Williams,student3935@univ.edu,Male,23,Physics,79.93,85.23,50.08,66.72,81.18,47.27,71.99,67.76,C,29.1,Yes,Yes,High School,Low,6
S4936,Rahul,Davis,student3936@univ.edu,Male,18,Engineering,85.04,92.2,79.73,86.23,75.51,39.95,75.99,82.84,B,11.3,Yes,No,None,Medium,4
S4937,Arjun,Davis,student3937@univ.edu,Male,25,Mathematics,99.95,54.68,52.69,81.19,70.66,31.49,56.48,59.83,C,25.3,No,Yes,None,High,8
S4938,Lucas,Brown,student3938@univ.edu,Male,19,CS,79.35,48.03,65.59,62.66,53.42,97.04,68.1,59.92,C,6.2,No,Yes,Bachelor's,Medium,6
S4939,Noah,Williams,student3939@univ.edu,Male,21,CS,98.81,83.72,53.99,70.44,91.74,55.02,78.37,71.32,B,18.4,No,Yes,PhD,High,9
S4940,Ananya,Singh,student3940@univ.edu,Female,24,Business,76.05,75.17,66.03,51.06,88.86,37.92,73.2,69.43,C,19.5,Yes,Yes,PhD,High,3
S4941,Sophia,Smith,student3941@univ.edu,Female,18,Physics,88.22,62.59,80.46,56.57,79.21,87.84,94.47,74.39,B,19.5,No,Yes,Master's,Low,6
S4942,Sara,Patel,student3942@univ.edu,Male,21,Physics,72.52,48.98,59.01,77.0,51.78,96.68,94.86,63.86,C,5.8,No,No,PhD,Medium,8
S4943,Emma,Jones,student3943@univ.edu,Male,22,CS,82.48,83.41,53.5,76.19,64.36,43.76,80.74,69.55,C,29.8,Yes,No,Bachelor's,Medium,1
S4944,Arjun,Johnson,student3944@univ.edu,Male,21,Engineering,74.61,70.38,58.03,93.85,91.88,42.51,95.0,75.42,B,8.8,No,No,PhD,Low,2
S4945,Mia,Jones,student3945@univ.edu,Male,18,Mathematics,63.82,75.91,61.22,76.54,79.15,33.7,64.65,69.5,C,16.5,Yes,No,PhD,High,5
S4946,Omar,Sharma,student3946@univ.edu,Female,23,Physics,70.66,42.69,44.77,90.09,94.68,40.66,62.46,58.69,C,21.3,No,Yes,PhD,High,9
S4947,Lucas,Sharma,student3947@univ.edu,Male,24,Engineering,98.17,56.48,87.04,75.3,97.39,39.54,98.68,80.42,B,16.0,No,Yes,Bachelor's,Medium,7
S4948,Liam,Brown,student3948@univ.edu,Female,19,CS,98.12,65.23,69.15,90.24,83.36,73.37,70.85,73.01,B,24.8,Yes,Yes,High School,Medium,8
S4949,John,Sharma,student3949@univ.edu,Male,23,Physics,97.93,40.54,72.33,93.3,79.19,86.06,94.75,71.58,B,23.8,Yes,Yes,Master's,Low,7
S4950,Rahul,Williams,student3950@univ.edu,Male,19,Business,88.68,93.06,87.5,90.77,45.18,46.73,77.84,83.7,B,22.7,No,No,None,Medium,3
S4951,Noah,Smith,student3951@univ.edu,Female,22,Engineering,72.13,45.13,57.11,88.55,92.64,93.9,68.94,64.16,C,14.3,Yes,Yes,High School,Low,7
S4952,John,Brown,student3952@univ.edu,Male,20,Mathematics,76.27,60.67,76.64,67.92,41.22,60.73,61.21,65.48,C,5.7,Yes,Yes,High School,Medium,6
S4953,Emma,Johnson,student3953@univ.edu,Female,23,CS,78.83,51.33,64.9,63.89,76.22,99.36,77.36,64.36,C,21.2,Yes,Yes,High School,Low,4
S4954,Mia,Davis,student3954@univ.edu,Female,19,Physics,96.77,60.57,49.16,64.14,64.17,75.15,50.23,55.92,C,26.3,Yes,No,Master's,High,7
S4955,Omar,Patel,student3955@univ.edu,Female,23,CS,63.04,89.54,92.22,99.51,88.57,39.93,85.31,91.24,A,10.1,No,No,Bachelor's,Medium,9
S4956,Mia,Smith,student3956@univ.edu,Female,19,Physics,95.89,57.41,57.97,95.88,40.79,43.58,71.1,63.77,C,22.5,No,Yes,High School,Low,6
S4957,Lucas,Johnson,student3957@univ.edu,Female,20,CS,85.9,76.82,88.4,56.05,71.33,80.78,81.81,77.96,B,16.2,No,Yes,Master's,Low,8
S4958,Sara,Sharma,student3958@univ.edu,Male,21,Engineering,60.68,43.32,46.54,67.16,47.06,59.83,58.93,50.74,F,24.5,Yes,Yes,Master's,High,9
S4959,Omar,Singh,student3959@univ.edu,Male,24,Business,94.86,61.43,68.12,97.67,72.13,99.66,57.11,69.63,C,26.6,Yes,No,Master's,High,3
S4960,Ava,Jones,student3960@univ.edu,Female,22,Business,79.89,41.25,93.47,98.25,63.0,96.79,57.05,72.62,B,22.0,Yes,No,Master's,High,9
S4961,Ava,Brown,student3961@univ.edu,Female,20,Business,67.68,53.57,82.86,68.87,40.43,59.0,61.4,65.98,C,22.1,No,No,High School,Low,8
S4962,Sophia,Singh,student3962@univ.edu,Male,23,CS,67.78,86.32,54.69,69.65,57.88,75.07,55.06,65.22,C,17.0,Yes,Yes,Master's,High,3
S4963,Noah,Johnson,student3963@univ.edu,Male,23,Engineering,73.38,88.63,44.04,91.48,50.06,36.2,60.12,65.32,C,7.6,No,Yes,None,Low,7
S4964,Ava,Singh,student3964@univ.edu,Female,18,Mathematics,80.84,94.35,41.89,73.06,63.16,53.77,66.59,65.51,C,27.4,No,Yes,Master's,High,3
S4965,Noah,Brown,student3965@univ.edu,Male,25,Physics,60.76,82.62,53.91,69.16,65.21,51.33,54.68,64.62,C,7.9,Yes,Yes,Bachelor's,High,7
S4966,Arjun,Patel,student3966@univ.edu,Female,22,CS,71.93,85.2,47.4,87.13,57.33,91.84,71.42,67.41,C,9.3,Yes,Yes,Bachelor's,Low,9
S4967,Omar,Sharma,student3967@univ.edu,Male,25,Engineering,99.43,49.71,71.22,78.46,62.37,96.6,92.19,69.19,C,25.7,No,Yes,Master's,Medium,4
S4968,Omar,Jones,student3968@univ.edu,Male,20,CS,98.97,65.14,45.35,88.27,62.85,43.32,74.16,62.81,C,28.1,No,No,High School,High,3
S4969,Ava,Brown,student3969@univ.edu,Male,25,Business,66.85,86.68,63.0,56.84,90.9,97.87,64.56,71.02,B,12.6,No,No,High School,Low,7
S4970,Lucas,Smith,student3970@univ.edu,Female,19,Business,75.62,84.78,40.57,61.2,82.35,58.39,66.51,62.79,C,26.8,No,Yes,PhD,Low,7
S4971,Ananya,Sharma,student3971@univ.edu,Male,20,CS,96.69,92.14,54.99,95.63,84.22,40.8,80.51,77.12,B,5.7,Yes,Yes,None,Low,10
S4972,Mia,Patel,student3972@univ.edu,Female,21,CS,88.34,80.35,83.41,58.63,77.69,42.52,97.33,80.44,B,21.9,Yes,Yes,High School,Medium,1
S4973,Lucas,Brown,student3973@univ.edu,Female,21,Business,63.81,50.29,76.49,73.83,84.18,49.66,82.9,71.27,B,9.4,Yes,No,None,Low,8
S4974,Ava,Johnson,student3974@univ.edu,Male,21,CS,81.75,92.68,74.55,52.5,99.33,40.98,85.9,79.96,B,18.3,No,No,None,Low,3
S4975,Lucas,Brown,student3975@univ.edu,Female,18,Engineering,71.77,49.75,49.77,92.92,92.37,62.56,55.18,61.31,C,27.1,Yes,Yes,Bachelor's,Low,9
S4976,Maria,Patel,student3976@univ.edu,Male,25,Physics,79.48,64.13,62.4,68.25,71.56,72.32,73.32,66.26,C,27.4,Yes,No,PhD,High,4
S4977,Noah,Johnson,student3977@univ.edu,Female,19,Physics,72.71,71.81,56.5,87.67,46.13,43.21,90.06,69.0,C,9.6,No,No,High School,Medium,3
S4978,Ahmed,Brown,student3978@univ.edu,Female,23,Engineering,85.03,93.36,68.76,59.37,59.24,87.64,67.58,72.37,B,23.1,No,No,PhD,High,8
S4979,Rahul,Williams,student3979@univ.edu,Female,22,Business,91.09,67.57,83.08,65.85,70.97,78.06,58.4,71.7,B,11.8,No,Yes,Master's,Medium,6
S4980,Sophia,Patel,student3980@univ.edu,Female,25,Engineering,86.08,76.04,67.13,89.78,68.92,91.69,86.8,75.88,B,12.9,Yes,No,High School,Medium,3
S4981,Noah,Singh,student3981@univ.edu,Female,23,Physics,75.81,76.72,89.19,58.94,70.88,38.31,63.97,75.92,B,22.1,Yes,Yes,None,High,3
S4982,Emma,Davis,student3982@univ.edu,Male,23,Mathematics,63.11,76.43,89.54,98.47,53.0,82.42,96.32,84.96,B,7.3,No,Yes,Master's,Low,8
S4983,Liam,Smith,student3983@univ.edu,Female,19,CS,76.56,90.57,51.15,96.69,71.63,36.99,72.49,73.08,B,13.2,No,Yes,None,High,8
S4984,Ava,Patel,student3984@univ.edu,Male,18,Mathematics,71.29,69.78,66.6,74.1,45.29,86.16,74.07,67.51,C,25.5,Yes,Yes,None,High,6
S4985,Emma,Sharma,student3985@univ.edu,Male,18,Mathematics,92.98,57.44,40.24,95.56,85.64,37.51,85.09,64.11,C,5.5,No,Yes,Bachelor's,Medium,9
S4986,Noah,Sharma,student3986@univ.edu,Female,23,Engineering,61.11,68.92,45.28,98.22,93.63,75.49,53.19,65.15,C,13.1,Yes,Yes,Bachelor's,Low,3
S4987,Maria,Jones,student3987@univ.edu,Female,22,Physics,74.87,66.45,49.29,78.88,66.15,96.31,96.81,66.83,C,19.1,Yes,Yes,None,Low,10
S4988,Liam,Brown,student3988@univ.edu,Female,25,Business,85.77,47.58,52.28,95.04,81.95,43.26,78.51,64.42,C,28.4,No,Yes,Master's,Low,6
S4989,Noah,Smith,student3989@univ.edu,Female,18,CS,73.81,50.22,91.81,73.06,65.03,48.73,94.58,76.34,B,26.1,No,Yes,PhD,Medium,10
S4990,Lucas,Sharma,student3990@univ.edu,Female,19,Engineering,76.12,41.68,64.57,59.04,48.56,57.52,54.95,54.97,F,28.9,No,Yes,High School,Medium,5
S4991,Ahmed,Singh,student3991@univ.edu,Female,25,Mathematics,61.9,62.08,48.95,84.44,44.73,68.28,88.66,63.09,C,28.8,Yes,Yes,High School,Medium,4
S4992,Emma,Jones,student3992@univ.edu,Male,25,Physics,87.94,45.47,44.87,86.58,52.92,61.31,98.83,60.18,C,25.5,No,No,None,High,7
S4993,Noah,Sharma,student3993@univ.edu,Male,21,Engineering,93.86,87.34,74.07,87.2,61.54,99.89,63.98,76.59,B,19.8,No,No,Bachelor's,Low,4
S4994,Lucas,Patel,student3994@univ.edu,Female,24,CS,71.28,46.16,71.22,67.67,74.99,69.11,77.11,65.68,C,8.1,No,No,High School,Medium,6
S4995,Noah,Williams,student3995@univ.edu,Female,25,Physics,77.61,84.66,57.33,72.19,69.63,90.39,82.78,71.44,B,7.5,Yes,Yes,None,Low,3
S4996,Ananya,Sharma,student3996@univ.edu,Male,25,Mathematics,94.61,85.76,81.45,73.3,85.45,63.51,86.83,82.51,B,27.0,No,No,Master's,High,2
S4997,Emma,Brown,student3997@univ.edu,Male,25,Business,95.62,65.0,87.26,55.07,46.11,68.38,82.59,72.05,B,8.8,Yes,Yes,Master's,Low,2
S4998,Mia,Sharma,student3998@univ.edu,Male,23,CS,78.89,45.19,73.12,92.75,84.26,56.48,99.69,74.18,B,21.6,Yes,Yes,PhD,Medium,6
